Listo. Formato de comando: <etiqueta> <numero_de_ventanas>
Ejemplo: reposo 20
Listo. Formato de comando: <etiqueta> <numero_de_ventanas>
Ejemplo: reposo 20
INICIO_VENTANA reposo
ax,ay,az,gx,gy,gz
-0.0330,-1.0253,0.1393,5.9814,2.9907,-0.4883
-0.0334,-1.0247,0.1387,5.9204,2.8076,-0.6104
-0.0320,-1.0238,0.1378,5.9814,2.8687,-0.4272
-0.0327,-1.0251,0.1382,5.9814,2.9297,-0.5493
-0.0328,-1.0244,0.1395,6.1646,2.8687,-0.6104
-0.0322,-1.0248,0.1395,6.1035,2.9297,-0.6714
-0.0330,-1.0248,0.1398,5.9204,2.9297,-0.6104
-0.0316,-1.0245,0.1395,5.8594,2.9297,-0.4272
-0.0325,-1.0244,0.1389,6.0425,2.9907,-0.6104
-0.0321,-1.0240,0.1379,6.0425,2.9907,-0.6714
-0.0327,-1.0251,0.1392,6.0425,3.0518,-0.5493
-0.0321,-1.0237,0.1384,6.1035,2.8076,-0.5493
-0.0323,-1.0253,0.1393,6.0425,2.8687,-0.4883
-0.0319,-1.0236,0.1385,5.9814,2.7466,-0.4883
-0.0311,-1.0201,0.1389,6.1035,2.8687,-0.6104
-0.0321,-1.0273,0.1418,5.9814,3.1738,-0.3052
-0.0321,-1.0229,0.1377,6.0425,2.9297,-0.5493
-0.0327,-1.0271,0.1410,6.1646,2.8687,-0.5493
-0.0323,-1.0225,0.1379,6.1035,2.9297,-0.4883
-0.0325,-1.0247,0.1379,6.0425,2.8687,-0.6104
-0.0326,-1.0243,0.1379,5.9814,3.0518,-0.3662
-0.0320,-1.0239,0.1375,5.9204,2.8687,-0.4883
-0.0326,-1.0258,0.1382,6.1035,2.9907,-0.4883
-0.0322,-1.0247,0.1379,5.9814,2.7466,-0.5493
-0.0333,-1.0244,0.1404,6.2256,2.9907,-0.3662
-0.0330,-1.0226,0.1388,5.9204,2.8687,-0.5493
-0.0322,-1.0243,0.1378,6.1035,2.9297,-0.5493
-0.0322,-1.0233,0.1379,6.1035,2.9907,-0.7324
-0.0325,-1.0243,0.1388,6.1035,2.8687,-0.7324
-0.0320,-1.0239,0.1370,6.1035,2.8687,-0.5493
-0.0330,-1.0237,0.1385,5.9204,2.8687,-0.6104
-0.0323,-1.0248,0.1387,6.1646,2.9907,-0.6714
-0.0326,-1.0245,0.1385,6.0425,2.8076,-0.5493
-0.0319,-1.0243,0.1376,5.9204,2.8687,-0.4272
-0.0325,-1.0243,0.1387,6.1646,2.9297,-0.4883
-0.0322,-1.0245,0.1382,6.1646,2.9907,-0.3662
-0.0322,-1.0239,0.1388,5.8594,2.9907,-0.6714
-0.0321,-1.0238,0.1373,6.1035,2.9297,-0.4272
-0.0320,-1.0244,0.1379,6.1646,2.9907,-0.5493
-0.0319,-1.0242,0.1379,6.1035,2.9297,-0.4883
-0.0332,-1.0253,0.1377,5.9814,3.0518,-0.6714
-0.0330,-1.0242,0.1377,5.9814,2.7466,-0.5493
-0.0320,-1.0245,0.1371,6.2256,3.0518,-0.6714
-0.0322,-1.0245,0.1377,5.9814,3.1128,-0.4272
-0.0328,-1.0251,0.1375,6.0425,2.9297,-0.4883
-0.0320,-1.0245,0.1371,6.1035,2.8687,-0.5493
-0.0339,-1.0248,0.1376,6.1646,3.1128,-0.6714
-0.0325,-1.0249,0.1370,6.1035,2.8687,-0.4883
-0.0330,-1.0243,0.1373,6.1035,2.9297,-0.5493
-0.0328,-1.0244,0.1373,6.0425,2.9297,-0.4883
-0.0321,-1.0243,0.1372,5.9814,2.8076,-0.5493
-0.0323,-1.0243,0.1381,5.9204,2.9907,-0.3662
-0.0328,-1.0244,0.1379,5.9204,2.9297,-0.4883
-0.0319,-1.0249,0.1389,6.0425,2.9907,-0.5493
-0.0319,-1.0245,0.1382,5.9814,2.9297,-0.5493
-0.0319,-1.0244,0.1381,6.1646,2.9297,-0.5493
-0.0316,-1.0248,0.1394,6.2256,3.0518,-0.5493
-0.0321,-1.0243,0.1384,5.9204,2.9907,-0.5493
-0.0327,-1.0244,0.1375,6.1646,2.8687,-0.4883
-0.0319,-1.0253,0.1383,5.9814,2.8076,-0.4272
-0.0321,-1.0251,0.1389,5.9814,2.8076,-0.6104
-0.0321,-1.0243,0.1394,6.0425,2.8687,-0.4883
-0.0327,-1.0255,0.1379,5.9204,2.9297,-0.6104
-0.0338,-1.0239,0.1381,6.1035,2.9907,-0.6104
-0.0338,-1.0251,0.1377,5.9814,2.9907,-0.5493
-0.0323,-1.0245,0.1385,6.0425,2.9907,-0.6104
-0.0322,-1.0242,0.1385,5.9814,3.1128,-0.6714
-0.0331,-1.0248,0.1381,6.1646,2.9297,-0.4272
-0.0332,-1.0243,0.1385,6.1035,2.8687,-0.5493
-0.0327,-1.0254,0.1377,6.1035,3.1738,-0.5493
-0.0327,-1.0240,0.1383,6.2256,3.1128,-0.4883
-0.0319,-1.0250,0.1383,6.1646,2.8687,-0.4272
-0.0328,-1.0251,0.1379,6.0425,3.0518,-0.6104
-0.0325,-1.0239,0.1384,5.9814,3.1128,-0.6104
-0.0320,-1.0251,0.1389,6.1646,2.9297,-0.5493
FIN_VENTANA
INICIO_VENTANA reposo
-0.0331,-1.0240,0.1387,6.1646,3.0518,-0.5493
-0.0317,-1.0240,0.1383,6.2256,2.9297,-0.6104
-0.0320,-1.0243,0.1388,5.9204,2.9907,-0.5493
-0.0337,-1.0243,0.1393,6.1646,2.9907,-0.6104
-0.0319,-1.0247,0.1399,6.1035,2.9297,-0.5493
-0.0323,-1.0237,0.1401,5.9204,2.8687,-0.6104
-0.0326,-1.0247,0.1392,6.1035,2.9907,-0.4883
-0.0323,-1.0247,0.1396,6.0425,2.9297,-0.4883
-0.0320,-1.0249,0.1409,5.9814,2.8687,-0.4883
-0.0321,-1.0237,0.1398,6.1646,3.1738,-0.5493
-0.0330,-1.0255,0.1405,5.9204,2.9907,-0.6104
-0.0317,-1.0253,0.1388,5.8594,2.9907,-0.5493
-0.0321,-1.0247,0.1392,6.1035,2.8687,-0.4883
-0.0321,-1.0249,0.1411,5.9204,2.7466,-0.6104
-0.0325,-1.0240,0.1395,5.8594,2.9297,-0.5493
-0.0328,-1.0253,0.1406,5.9204,2.9297,-0.4883
-0.0327,-1.0242,0.1401,5.9204,2.9297,-0.5493
-0.0332,-1.0253,0.1400,6.0425,2.8076,-0.6104
-0.0322,-1.0240,0.1393,6.0425,3.0518,-0.6104
-0.0323,-1.0251,0.1400,6.0425,3.0518,-0.4883
-0.0319,-1.0243,0.1390,6.0425,2.9297,-0.4883
-0.0322,-1.0247,0.1406,6.1646,2.9297,-0.6714
-0.0316,-1.0260,0.1400,6.0425,3.1128,-0.5493
-0.0332,-1.0242,0.1407,6.2256,3.0518,-0.7324
-0.0323,-1.0243,0.1405,6.1035,3.0518,-0.4883
-0.0316,-1.0249,0.1409,6.1646,2.9297,-0.6104
-0.0327,-1.0245,0.1411,6.1035,3.1128,-0.4272
-0.0326,-1.0250,0.1398,6.1646,2.9907,-0.5493
-0.0326,-1.0251,0.1389,6.2256,2.9907,-0.6104
-0.0332,-1.0242,0.1401,6.1035,2.9907,-0.4883
-0.0325,-1.0245,0.1400,6.0425,2.8687,-0.5493
-0.0330,-1.0244,0.1398,6.0425,2.9297,-0.4272
-0.0325,-1.0250,0.1404,5.8594,3.0518,-0.4883
-0.0328,-1.0245,0.1399,6.1646,2.9297,-0.4272
-0.0331,-1.0254,0.1394,6.0425,2.8687,-0.5493
-0.0327,-1.0250,0.1388,6.1035,2.8687,-0.4883
-0.0322,-1.0248,0.1401,6.0425,2.8687,-0.5493
-0.0336,-1.0244,0.1401,6.0425,2.8687,-0.7324
-0.0327,-1.0248,0.1398,6.0425,2.9907,-0.5493
-0.0328,-1.0255,0.1396,5.9814,2.9297,-0.5493
-0.0316,-1.0250,0.1401,6.1035,3.1128,-0.4272
-0.0327,-1.0245,0.1401,6.2256,2.8687,-0.6104
-0.0322,-1.0245,0.1420,6.1035,3.1128,-0.6104
-0.0321,-1.0248,0.1409,6.2256,2.8687,-0.4272
-0.0334,-1.0239,0.1395,5.9814,2.8076,-0.3662
-0.0319,-1.0243,0.1396,6.0425,2.8687,-0.4883
-0.0331,-1.0248,0.1405,6.1035,3.0518,-0.7324
-0.0321,-1.0254,0.1398,6.1035,2.8687,-0.4883
-0.0326,-1.0245,0.1404,6.1646,3.1128,-0.4883
-0.0323,-1.0248,0.1401,6.1035,2.8687,-0.6104
-0.0327,-1.0243,0.1400,5.9814,2.8687,-0.6714
-0.0320,-1.0247,0.1411,6.0425,2.9907,-0.6714
-0.0325,-1.0244,0.1392,5.9204,2.9297,-0.5493
-0.0332,-1.0249,0.1403,6.1646,3.1128,-0.4883
-0.0323,-1.0251,0.1399,6.1035,2.9907,-0.6714
-0.0320,-1.0245,0.1409,5.9814,3.0518,-0.5493
-0.0321,-1.0250,0.1401,5.8594,2.8687,-0.6714
-0.0325,-1.0248,0.1405,6.0425,2.9297,-0.6714
-0.0322,-1.0256,0.1405,6.0425,2.8687,-0.7324
-0.0320,-1.0258,0.1406,5.9814,2.9297,-0.4883
-0.0326,-1.0247,0.1405,6.1646,2.9297,-0.4883
-0.0322,-1.0243,0.1403,5.9814,2.9297,-0.6104
-0.0328,-1.0243,0.1407,6.1035,2.9907,-0.6104
-0.0330,-1.0248,0.1401,6.0425,2.8687,-0.5493
-0.0330,-1.0250,0.1409,6.0425,2.9907,-0.4883
-0.0323,-1.0242,0.1415,6.0425,2.8687,-0.6104
-0.0316,-1.0237,0.1410,6.0425,2.8687,-0.5493
-0.0331,-1.0240,0.1406,5.9814,2.9297,-0.5493
-0.0320,-1.0239,0.1393,6.0425,3.0518,-0.6104
-0.0327,-1.0250,0.1412,5.9204,2.8687,-0.5493
-0.0322,-1.0245,0.1412,5.8594,2.9297,-0.7324
-0.0311,-1.0249,0.1418,6.0425,2.9297,-0.6714
-0.0323,-1.0245,0.1405,6.1035,2.9907,-0.6714
-0.0314,-1.0258,0.1407,6.1035,3.1128,-0.4883
-0.0326,-1.0243,0.1406,5.9204,3.0518,-0.6104
-0.0317,-1.0258,0.1400,6.1035,2.9907,-0.6714
-0.0317,-1.0244,0.1406,5.9204,2.8687,-0.5493
-0.0317,-1.0239,0.1412,6.1035,3.0518,-0.7324
-0.0322,-1.0254,0.1412,6.1646,3.0518,-0.6714
-0.0316,-1.0247,0.1405,6.1646,2.9907,-0.4272
-0.0322,-1.0244,0.1406,5.9814,2.7466,-0.6104
-0.0328,-1.0245,0.1417,6.0425,2.9907,-0.4883
-0.0322,-1.0250,0.1406,5.9204,2.8076,-0.4883
-0.0327,-1.0248,0.1407,6.0425,2.7466,-0.5493
-0.0323,-1.0247,0.1403,5.9814,2.7466,-0.5493
-0.0322,-1.0244,0.1396,6.1035,2.9297,-0.4883
-0.0319,-1.0253,0.1418,6.1035,2.8076,-0.4883
-0.0326,-1.0237,0.1396,6.0425,2.8687,-0.6714
-0.0323,-1.0254,0.1406,6.0425,2.9297,-0.5493
-0.0321,-1.0239,0.1411,6.0425,2.8687,-0.5493
-0.0325,-1.0234,0.1403,6.1646,2.8687,-0.6104
-0.0320,-1.0250,0.1416,5.7983,2.7466,-0.3662
-0.0314,-1.0242,0.1404,5.9814,2.9907,-0.6104
-0.0321,-1.0253,0.1407,5.9204,2.8687,-0.6104
-0.0321,-1.0249,0.1409,6.1646,2.9297,-0.5493
-0.0321,-1.0250,0.1401,5.9814,2.9907,-0.4272
-0.0321,-1.0245,0.1405,6.1035,2.8687,-0.6714
-0.0326,-1.0222,0.1400,6.1035,2.8076,-0.6104
-0.0314,-1.0253,0.1410,5.9814,2.9907,-0.4272
-0.0336,-1.0239,0.1403,6.1035,2.9907,-0.7324
FIN_VENTANA
INICIO_VENTANA reposo
-0.0325,-1.0251,0.1415,6.2256,2.9907,-0.6104
-0.0323,-1.0249,0.1412,6.1035,2.9297,-0.6104
-0.0320,-1.0240,0.1412,6.1035,2.9907,-0.6104
-0.0326,-1.0251,0.1421,6.1035,2.7466,-0.4883
-0.0317,-1.0237,0.1415,6.0425,2.8687,-0.5493
-0.0322,-1.0244,0.1411,6.1035,2.9907,-0.6104
-0.0320,-1.0254,0.1417,6.2866,2.8687,-0.6104
-0.0325,-1.0254,0.1417,5.9814,2.9907,-0.6104
-0.0319,-1.0226,0.1412,5.9814,3.1128,-0.6104
-0.0320,-1.0240,0.1420,6.1035,3.0518,-0.6104
-0.0321,-1.0243,0.1415,6.0425,2.8076,-0.5493
-0.0322,-1.0249,0.1410,5.9204,2.9907,-0.6104
-0.0316,-1.0243,0.1421,6.0425,3.0518,-0.4883
-0.0333,-1.0254,0.1404,6.1646,2.9297,-0.5493
-0.0314,-1.0245,0.1412,6.0425,2.9907,-0.4272
-0.0332,-1.0250,0.1412,6.0425,2.9907,-0.5493
-0.0323,-1.0258,0.1412,6.2256,2.9907,-0.7324
-0.0321,-1.0234,0.1407,6.1035,2.9907,-0.5493
-0.0330,-1.0251,0.1412,6.1646,3.0518,-0.6714
-0.0328,-1.0243,0.1416,6.2256,2.9907,-0.6104
-0.0337,-1.0250,0.1409,6.0425,3.0518,-0.4883
-0.0325,-1.0240,0.1415,6.1646,3.0518,-0.7324
-0.0317,-1.0254,0.1405,6.1646,2.8687,-0.4883
-0.0331,-1.0258,0.1415,5.9204,2.9297,-0.6104
-0.0327,-1.0249,0.1407,6.0425,2.9907,-0.3662
-0.0314,-1.0242,0.1420,6.1646,3.0518,-0.6714
-0.0385,-1.0134,0.1427,5.8594,2.6245,-0.9766
-0.0259,-1.0342,0.1472,5.3101,4.4556,2.2583
-0.0326,-1.0297,0.1371,6.8359,1.2817,-3.9673
-0.0341,-1.0228,0.1415,5.5542,3.9062,1.4038
-0.0281,-1.0284,0.1438,5.9814,3.3569,0.4883
-0.0312,-1.0262,0.1406,6.1035,2.5635,-1.5869
-0.0349,-1.0211,0.1392,6.2256,2.5024,-1.8311
-0.0326,-1.0244,0.1404,5.7983,3.7842,1.4648
-0.0316,-1.0244,0.1407,6.3477,2.3804,-1.5869
-0.0338,-1.0236,0.1417,5.8594,2.6245,-1.1597
-0.0344,-1.0243,0.1398,5.9814,3.1128,-0.0610
-0.0295,-1.0283,0.1442,5.9204,3.1738,0.0610
-0.0339,-1.0226,0.1394,6.1035,2.4414,-1.3428
-0.0330,-1.0244,0.1418,5.7983,3.0518,-0.1221
-0.0312,-1.0250,0.1409,6.1646,3.4180,-0.2441
-0.0316,-1.0123,0.1387,6.2256,2.8076,-1.3428
-0.0339,-1.0253,0.1481,5.7373,3.4180,0.3662
-0.0315,-1.0232,0.1321,6.1646,2.6855,-0.8545
-0.0319,-1.0294,0.1434,5.9204,2.9907,-0.3662
-0.0344,-1.0243,0.1414,6.2866,2.7466,-0.6714
-0.0317,-1.0261,0.1410,5.9814,3.0518,-0.4272
-0.0327,-1.0267,0.1422,5.9814,2.8687,-0.6714
-0.0306,-1.0217,0.1367,5.9814,2.9297,-0.7935
-0.0343,-1.0278,0.1432,5.7983,3.1128,-0.1831
-0.0320,-1.0247,0.1398,6.1035,2.7466,-0.9155
-0.0325,-1.0265,0.1425,5.9204,3.0518,-0.4883
-0.0322,-1.0239,0.1399,6.0425,2.8076,-0.7324
-0.0311,-1.0251,0.1403,5.9204,2.9297,-0.5493
-0.0322,-1.0267,0.1417,6.0425,2.8687,-0.7935
-0.0317,-1.0236,0.1403,5.9814,2.9907,-0.5493
-0.0331,-1.0249,0.1411,6.2256,3.0518,-0.5493
-0.0321,-1.0238,0.1390,6.0425,2.9907,-0.7324
-0.0332,-1.0256,0.1415,5.8594,2.9907,-0.3662
-0.0319,-1.0244,0.1404,6.0425,2.9297,-0.6714
-0.0330,-1.0243,0.1398,5.8594,2.8076,-0.6104
-0.0330,-1.0262,0.1412,6.0425,2.8687,-0.6104
-0.0322,-1.0244,0.1405,6.1035,2.9297,-0.5493
-0.0327,-1.0244,0.1410,5.9814,2.8687,-0.6104
-0.0317,-1.0243,0.1407,6.0425,2.9907,-0.5493
-0.0319,-1.0247,0.1401,6.1035,2.9297,-0.4883
-0.0321,-1.0250,0.1404,6.0425,3.1128,-0.6714
-0.0322,-1.0239,0.1396,6.1646,2.9907,-0.7324
-0.0310,-1.0244,0.1407,5.9814,2.9907,-0.6714
-0.0326,-1.0244,0.1392,6.1646,2.9907,-0.7324
-0.0327,-1.0248,0.1414,5.7983,2.9297,-0.4883
-0.0325,-1.0255,0.1409,6.0425,2.9907,-0.5493
-0.0320,-1.0249,0.1403,6.0425,3.0518,-0.5493
-0.0317,-1.0237,0.1403,6.0425,2.8687,-0.4883
-0.0323,-1.0256,0.1406,6.1646,2.8076,-0.4272
-0.0323,-1.0236,0.1406,6.2256,2.9907,-0.6104
-0.0323,-1.0243,0.1409,5.8594,2.8687,-0.6104
-0.0323,-1.0253,0.1401,5.9814,3.0518,-0.6104
-0.0322,-1.0238,0.1396,6.2866,2.8687,-0.6714
-0.0325,-1.0255,0.1401,6.1035,3.1128,-0.4272
-0.0327,-1.0242,0.1394,6.1035,2.9297,-0.5493
-0.0319,-1.0245,0.1405,6.1035,3.1128,-0.6104
-0.0330,-1.0243,0.1396,6.2256,2.9907,-0.5493
-0.0320,-1.0249,0.1388,6.1646,2.8687,-0.4883
-0.0319,-1.0243,0.1400,6.0425,3.0518,-0.6104
-0.0323,-1.0247,0.1389,6.2256,2.8687,-0.6714
-0.0319,-1.0240,0.1392,6.1646,2.9907,-0.6104
-0.0320,-1.0244,0.1403,6.2256,2.9907,-0.4883
-0.0326,-1.0242,0.1390,6.0425,3.2349,-0.5493
-0.0319,-1.0243,0.1395,6.1035,2.9297,-0.7324
-0.0323,-1.0243,0.1387,5.9204,2.9907,-0.6714
-0.0327,-1.0245,0.1390,6.0425,2.9297,-0.6104
-0.0323,-1.0243,0.1384,5.8594,2.9297,-0.6104
-0.0320,-1.0254,0.1395,5.9204,3.0518,-0.4883
-0.0308,-1.0250,0.1388,5.9814,2.9297,-0.7324
-0.0326,-1.0242,0.1392,6.0425,2.8687,-0.5493
-0.0323,-1.0251,0.1385,6.1646,2.9907,-0.6104
-0.0323,-1.0253,0.1382,6.1035,2.9297,-0.5493
-0.0317,-1.0250,0.1395,6.0425,2.9907,-0.4883
-0.0317,-1.0249,0.1384,6.1646,3.0518,-0.5493
FIN_VENTANA
INICIO_VENTANA reposo
-0.0327,-1.0253,0.1390,6.1035,3.1128,-0.4883
-0.0326,-1.0250,0.1395,5.9204,2.9907,-0.6104
-0.0325,-1.0239,0.1393,6.1035,2.9297,-0.5493
-0.0328,-1.0270,0.1395,6.2256,3.0518,-0.6714
-0.0315,-1.0228,0.1400,6.1035,2.9297,-0.6104
-0.0328,-1.0255,0.1392,5.9814,3.0518,-0.4883
-0.0319,-1.0256,0.1393,6.1035,2.8076,-0.6714
-0.0325,-1.0251,0.1406,5.9204,2.9907,-0.4272
-0.0321,-1.0247,0.1401,6.0425,2.8076,-0.6104
-0.0321,-1.0249,0.1411,6.0425,2.9907,-0.7935
-0.0327,-1.0239,0.1399,5.9814,3.1128,-0.6104
-0.0320,-1.0247,0.1404,6.1646,3.1128,-0.7935
-0.0322,-1.0249,0.1399,5.8594,2.8687,-0.3662
-0.0319,-1.0244,0.1406,5.9204,2.9907,-0.4272
-0.0321,-1.0240,0.1393,5.9204,2.9907,-0.6104
-0.0316,-1.0244,0.1394,6.0425,2.9907,-0.7324
-0.0306,-1.0248,0.1403,6.1035,2.8687,-0.4883
-0.0322,-1.0243,0.1403,5.9204,2.9297,-0.5493
-0.0327,-1.0248,0.1401,6.1646,3.0518,-0.6104
-0.0325,-1.0247,0.1403,6.0425,2.8076,-0.5493
-0.0333,-1.0242,0.1404,6.0425,2.8076,-0.6104
-0.0321,-1.0253,0.1399,5.9204,2.9297,-0.3662
-0.0323,-1.0249,0.1401,6.1646,2.9907,-0.6104
-0.0325,-1.0240,0.1406,6.1035,2.9907,-0.7324
-0.0327,-1.0254,0.1400,6.1646,2.9297,-0.6714
-0.0325,-1.0243,0.1404,6.0425,2.8687,-0.4883
-0.0332,-1.0259,0.1400,5.9814,2.9297,-0.3052
-0.0317,-1.0247,0.1410,5.9204,2.7466,-0.6104
-0.0326,-1.0239,0.1401,6.1646,2.8687,-0.4883
-0.0321,-1.0243,0.1400,5.9204,2.9297,-0.6714
-0.0319,-1.0259,0.1404,6.1035,3.0518,-0.5493
-0.0321,-1.0245,0.1398,6.1035,2.8687,-0.7324
-0.0317,-1.0249,0.1407,6.0425,2.8076,-0.5493
-0.0328,-1.0245,0.1396,6.0425,2.8076,-0.7324
-0.0319,-1.0251,0.1404,6.0425,3.0518,-0.5493
-0.0316,-1.0240,0.1404,6.1035,2.9907,-0.6714
-0.0326,-1.0255,0.1400,6.1035,2.9907,-0.5493
-0.0317,-1.0250,0.1411,6.1646,3.0518,-0.6104
-0.0319,-1.0247,0.1407,6.1646,3.0518,-0.7935
-0.0326,-1.0247,0.1407,5.9814,2.9907,-0.6104
-0.0320,-1.0250,0.1400,6.1035,2.8076,-0.6104
-0.0326,-1.0258,0.1401,6.1646,2.8076,-0.4883
-0.0319,-1.0244,0.1390,5.8594,2.9907,-0.5493
-0.0321,-1.0237,0.1392,5.9814,2.8687,-0.4272
-0.0325,-1.0256,0.1398,5.8594,2.9907,-0.6104
-0.0330,-1.0251,0.1382,5.9814,2.9907,-0.4883
-0.0338,-1.0275,0.1403,5.9814,2.8687,-0.6104
-0.0327,-1.0222,0.1399,6.2866,2.9297,-0.7324
-0.0309,-1.0206,0.1406,5.9814,2.9297,-0.6104
-0.0297,-1.0271,0.1398,6.0425,2.9297,-0.7324
-0.0327,-1.0244,0.1392,6.1646,2.7466,-0.7935
-0.0332,-1.0245,0.1411,5.9204,2.9297,-0.6104
-0.0336,-1.0243,0.1399,5.9814,3.1128,-0.5493
-0.0321,-1.0245,0.1398,6.0425,2.8687,-0.6104
-0.0321,-1.0239,0.1392,6.1035,2.9297,-0.4883
-0.0315,-1.0250,0.1395,5.9814,2.8687,-0.5493
-0.0330,-1.0248,0.1399,5.9814,2.9297,-0.4883
-0.0315,-1.0243,0.1403,5.9204,3.1128,-0.7324
-0.0330,-1.0247,0.1400,6.0425,2.9907,-0.6104
-0.0320,-1.0237,0.1403,6.0425,2.8687,-0.5493
-0.0317,-1.0249,0.1407,6.0425,2.9297,-0.6714
-0.0315,-1.0262,0.1400,5.9814,2.9907,-0.6714
-0.0322,-1.0248,0.1406,6.0425,3.0518,-0.6104
-0.0325,-1.0239,0.1406,5.9204,2.9297,-0.5493
-0.0323,-1.0256,0.1394,6.1035,2.9297,-0.4883
-0.0322,-1.0250,0.1403,6.1646,2.8687,-0.6104
-0.0320,-1.0250,0.1400,5.7373,3.0518,-0.5493
-0.0317,-1.0262,0.1404,5.7983,2.8687,-0.7324
-0.0319,-1.0248,0.1394,6.0425,2.9297,-0.7935
-0.0321,-1.0245,0.1398,5.9204,2.8076,-0.7935
-0.0338,-1.0243,0.1404,5.9814,2.8076,-0.5493
-0.0312,-1.0242,0.1404,6.0425,3.0518,-0.6104
-0.0314,-1.0250,0.1392,6.0425,2.8687,-0.6104
-0.0322,-1.0253,0.1400,5.9814,2.9297,-0.5493
-0.0319,-1.0258,0.1398,5.9204,3.0518,-0.4883
-0.0312,-1.0245,0.1401,6.1035,2.8076,-0.4883
-0.0327,-1.0243,0.1401,5.9204,2.9297,-0.4272
-0.0320,-1.0249,0.1401,5.9814,2.8076,-0.6714
-0.0312,-1.0250,0.1401,5.9814,2.8687,-0.6104
-0.0319,-1.0251,0.1399,5.9814,2.9297,-0.4883
-0.0326,-1.0247,0.1406,6.1646,2.8687,-0.5493
-0.0333,-1.0240,0.1406,6.0425,2.9907,-0.6104
-0.0314,-1.0250,0.1394,6.0425,2.9297,-0.5493
-0.0325,-1.0254,0.1403,6.0425,2.9297,-0.7324
-0.0322,-1.0248,0.1395,6.1035,2.8687,-0.6104
-0.0322,-1.0251,0.1401,6.0425,2.9907,-0.6714
-0.0328,-1.0247,0.1395,5.9204,2.9297,-0.6104
-0.0321,-1.0249,0.1403,6.0425,2.9297,-0.5493
-0.0331,-1.0243,0.1396,5.9814,2.8687,-0.6714
-0.0328,-1.0259,0.1393,6.2866,2.8076,-0.5493
-0.0322,-1.0250,0.1406,6.2256,2.9907,-0.7935
-0.0312,-1.0247,0.1398,6.1035,3.0518,-0.5493
-0.0321,-1.0245,0.1395,5.8594,3.0518,-0.6104
-0.0314,-1.0244,0.1403,5.7983,2.7466,-0.7324
-0.0321,-1.0264,0.1400,6.1646,2.8687,-0.6714
-0.0326,-1.0247,0.1394,6.0425,2.8687,-0.6714
-0.0312,-1.0247,0.1392,5.9814,2.9297,-0.5493
-0.0322,-1.0251,0.1398,5.8594,2.9297,-0.5493
-0.0316,-1.0245,0.1396,6.0425,2.9907,-0.5493
-0.0326,-1.0256,0.1394,6.1035,2.7466,-0.6714
FIN_VENTANA
INICIO_VENTANA reposo
-0.0315,-1.0243,0.1400,5.8594,3.0518,-0.4883
-0.0321,-1.0245,0.1403,6.1035,2.9907,-0.5493
-0.0322,-1.0244,0.1393,6.0425,2.8687,-0.3052
-0.0323,-1.0247,0.1401,5.9814,2.9907,-0.4272
-0.0323,-1.0256,0.1394,6.1646,2.9297,-0.5493
-0.0308,-1.0240,0.1390,6.1646,3.1128,-0.6714
-0.0330,-1.0258,0.1406,5.7983,2.9297,-0.6714
-0.0321,-1.0249,0.1403,5.9204,2.9297,-0.5493
-0.0315,-1.0253,0.1400,6.1646,3.0518,-0.5493
-0.0315,-1.0239,0.1417,5.9814,2.7466,-0.5493
-0.0321,-1.0242,0.1388,5.9814,2.8076,-0.5493
-0.0330,-1.0258,0.1405,5.9204,2.9907,-0.4883
-0.0320,-1.0251,0.1388,6.1646,2.9907,-0.6714
-0.0327,-1.0255,0.1405,6.2256,2.9297,-0.5493
-0.0311,-1.0238,0.1400,5.8594,2.9297,-0.6104
-0.0327,-1.0248,0.1405,6.1646,2.8687,-0.7324
-0.0310,-1.0256,0.1405,5.9204,3.0518,-0.5493
-0.0328,-1.0245,0.1410,5.9204,2.8687,-0.4883
-0.0319,-1.0253,0.1406,6.1035,3.0518,-0.5493
-0.0330,-1.0253,0.1392,6.1035,2.9907,-0.4883
-0.0320,-1.0244,0.1406,5.9814,2.9297,-0.6714
-0.0314,-1.0251,0.1406,5.9204,2.8687,-0.5493
-0.0320,-1.0244,0.1403,6.1646,2.9907,-0.5493
-0.0317,-1.0251,0.1403,6.0425,3.0518,-0.4272
-0.0325,-1.0251,0.1398,5.9204,2.8687,-0.6104
-0.0321,-1.0256,0.1401,6.1646,2.9297,-0.4883
-0.0319,-1.0248,0.1395,5.9814,2.9907,-0.4883
-0.0321,-1.0251,0.1410,5.9814,3.0518,-0.4883
-0.0326,-1.0248,0.1393,5.9814,2.8687,-0.6714
-0.0323,-1.0248,0.1394,5.8594,3.0518,-0.5493
-0.0321,-1.0242,0.1414,6.1035,2.8687,-0.6104
-0.0317,-1.0256,0.1403,6.0425,3.1738,-0.6714
-0.0325,-1.0244,0.1401,6.1035,2.9907,-0.4883
-0.0323,-1.0245,0.1400,5.9814,2.8687,-0.5493
-0.0322,-1.0249,0.1412,6.0425,2.8687,-0.7324
-0.0330,-1.0248,0.1409,5.9204,2.8076,-0.6104
-0.0321,-1.0243,0.1407,6.1646,2.9297,-0.6104
-0.0317,-1.0243,0.1410,6.0425,2.9297,-0.4883
-0.0320,-1.0258,0.1410,6.1646,2.9907,-0.6714
-0.0319,-1.0247,0.1403,5.9814,2.8687,-0.6714
-0.0322,-1.0244,0.1406,5.9814,2.8076,-0.6104
-0.0319,-1.0245,0.1418,6.1646,2.9907,-0.6714
